;Марка;Цена без НДС, руб./км;
15.07.2021;ATOMKIP-KUVVng(A)-LS 27x2,5kl5 690V;2201874,508;
15.07.2021;ATOMKIP-KUVVng(A)-LS 27x2x0,5kl5 690V;1040477,635;
15.07.2021;ATOMKIP-KUVVng(A)-LS 27x2x0,75kl5 690V;1528966,279;
15.07.2021;ATOMKIP-KUVVng(A)-LS 27x2x1,0kl5 690V;1981556,231;
15.07.2021;ATOMKIP-KUVVng(A)-LS 27x2x1,5kl5 690V;2824162,537;
15.07.2021;ATOMKIP-KUVVng(A)-LS 27x2x2,5kl5 690V;4534825,667;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x0,5kl5 690V;51328,71303;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x0,75kl5 690V;73782,76167;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x1,0kl5 690V;91393,59908;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x1,5kl5 690V;121920,8457;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x2,5kl5 690V;184904,2605;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x2x0,5kl5 690V;97209,67331;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x2x0,75kl5 690V;134828,2876;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x2x1,0kl5 690V;170140,5442;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x2x1,5kl5 690V;232156,4026;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x2x2,5kl5 690V;360077,9746;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x3x0,5kl5 690V;133222,0158;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x3x0,75kl5 690V;188295,1913;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x3x1,0kl5 690V;240243,0883;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x3x1,5kl5 690V;332544,765;
15.07.2021;ATOMKIP-KUVVng(A)-LS 2x3x2,5kl5 690V;522964,4381;
15.07.2021;ATOMKIP-KUVVng(A)-LS 30x0,5kl5 690V;558085,9743;
15.07.2021;ATOMKIP-KUVVng(A)-LS 30x0,75kl5 690V;825258,4187;
15.07.2021;ATOMKIP-KUVVng(A)-LS 30x1,0kl5 690V;1066204,861;
15.07.2021;ATOMKIP-KUVVng(A)-LS 30x1,5kl5 690V;1521345,105;
15.07.2021;ATOMKIP-KUVVng(A)-LS 30x2,5kl5 690V;2439128,154;
15.07.2021;ATOMKIP-KUVVng(A)-LS 30x2x0,5kl5 690V;1150076,368;
15.07.2021;ATOMKIP-KUVVng(A)-LS 30x2x0,75kl5 690V;1691370,622;
15.07.2021;ATOMKIP-KUVVng(A)-LS 30x2x1,0kl5 690V;2204415,685;
15.07.2021;ATOMKIP-KUVVng(A)-LS 30x2x1,5kl5 690V;3128562,647;
15.07.2021;ATOMKIP-KUVVng(A)-LS 30x2x2,5kl5 690V;5041579,366;
15.07.2021;ATOMKIP-KUVVng(A)-LS 37x0,5kl5 690V;685374,9974;
15.07.2021;ATOMKIP-KUVVng(A)-LS 37x0,75kl5 690V;1007387,173;
15.07.2021;ATOMKIP-KUVVng(A)-LS 37x1,0kl5 690V;1310236,879;
15.07.2021;ATOMKIP-KUVVng(A)-LS 37x1,5kl5 690V;1862692,021;
15.07.2021;ATOMKIP-KUVVng(A)-LS 37x2,5kl5 690V;2992323,501;
15.07.2021;ATOMKIP-KUVVng(A)-LS 37x2x0,5kl5 690V;1404116,403;
15.07.2021;ATOMKIP-KUVVng(A)-LS 37x2x0,75kl5 690V;2070308,931;
15.07.2021;ATOMKIP-KUVVng(A)-LS 37x2x1,0kl5 690V;2699320,449;
15.07.2021;ATOMKIP-KUVVng(A)-LS 37x2x1,5kl5 690V;3837781,743;
15.07.2021;ATOMKIP-KUVVng(A)-LS 37x2x2,5kl5 690V;6191508,057;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x0,5kl5 690V;68875,01066;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x0,75kl5 690V;100018,6651;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x1,0kl5 690V;125623,5182;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x1,5kl5 690V;170611,8787;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x2,5kl5 690V;263636,4403;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x2x0,5kl5 690V;136117,0443;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x2x0,75kl5 690V;191394,2313;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x2x1,0kl5 690V;243532,2836;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x2x1,5kl5 690V;335980,2619;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x2x2,5kl5 690V;526988,876;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x3x0,5kl5 690V;189812,9451;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x3x0,75kl5 690V;271652,9602;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x3x1,0kl5 690V;348056,2781;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x3x1,5kl5 690V;485982,6721;
15.07.2021;ATOMKIP-KUVVng(A)-LS 3x3x2,5kl5 690V;770477,4043;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x0,5kl5 690V;91275,77159;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x0,75kl5 690V;126874,6369;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x1,0kl5 690V;160321,2341;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x1,5kl5 690V;219870,5278;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x2,5kl5 690V;343089,1465;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x2x0,5kl5 690V;173888,3724;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x2x0,75kl5 690V;247148,6984;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x2x1,0kl5 690V;315730,7863;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x2x1,5kl5 690V;438548,5312;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x2x2,5kl5 690V;697516,9046;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x3x0,5kl5 690V;245236,4338;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x3x0,75kl5 690V;353793,8088;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x3x1,0kl5 690V;454962,4221;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x3x1,5kl5 690V;638422,6815;
15.07.2021;ATOMKIP-KUVVng(A)-LS 4x3x2,5kl5 690V;1022141,947;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x0,5kl5 690V;109547,3372;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x0,75kl5 690V;154314,4887;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x1,0kl5 690V;195185,2499;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x1,5kl5 690V;270157,3912;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x2,5kl5 690V;423379,5433;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x2x0,5kl5 690V;211826,2216;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x2x0,75kl5 690V;302807,9158;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x2x1,0kl5 690V;387908,9714;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x2x1,5kl5 690V;541254,9947;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x2x2,5kl5 690V;863289,9451;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x3x0,5kl5 690V;300915,7723;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x3x0,75kl5 690V;435971,2881;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x3x1,0kl5 690V;561313,7254;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x3x1,5kl5 690V;796594,2763;
15.07.2021;ATOMKIP-KUVVng(A)-LS 5x3x2,5kl5 690V;1268792,163;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x0,5kl5 690V;128214,8141;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x0,75kl5 690V;181194,8564;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x1,0kl5 690V;230377,4187;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x1,5kl5 690V;319795,4664;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x2,5kl5 690V;503241,9679;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x2x0,5kl5 690V;248923,4812;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x2x0,75kl5 690V;357908,116;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x2x1,0kl5 690V;459466,3756;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x2x1,5kl5 690V;649003,7675;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x2x2,5kl5 690V;1027671,978;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x3x0,5kl5 690V;355682,1197;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x3x0,75kl5 690V;517481,8973;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x3x1,0kl5 690V;673074,1116;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x3x1,5kl5 690V;948157,2866;
15.07.2021;ATOMKIP-KUVVng(A)-LS 6x3x2,5kl5 690V;1520900,254;
15.07.2021;ATOMKIP-KUVVng(A)-LS 7x0,5kl5 690V;144741,668;
15.07.2021;ATOMKIP-KUVVng(A)-LS 7x0,75kl5 690V;206072,2549;
15.07.2021;ATOMKIP-KUVVng(A)-LS 7x1,0kl5 690V;262781,2819;
15.07.2021;ATOMKIP-KUVVng(A)-LS 7x1,5kl5 690V;366777,3128;
15.07.2021;ATOMKIP-KUVVng(A)-LS 7x2,5kl5 690V;579776,1834;
15.07.2021;ATOMKIP-KUVVng(A)-LS 7x2x0,5kl5 690V;286016,9819;
15.07.2021;ATOMKIP-KUVVng(A)-LS 7x2x0,75kl5 690V;412651,7135;
15.07.2021;ATOMKIP-KUVVng(A)-LS 7x2x1,0kl5 690V;536120,5314;
15.07.2021;ATOMKIP-KUVVng(A)-LS 7x2x1,5kl5 690V;750591,5577;
15.07.2021;ATOMKIP-KUVVng(A)-LS 7x2x2,5kl5 690V;1198867,589;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x0,5kl5 690V;164555,3833;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x0,75kl5 690V;235238,4662;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x1,0kl5 690V;300859,9787;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x1,5kl5 690V;420148,1071;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x2,5kl5 690V;665282,4614;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x2x0,5kl5 690V;325571,3722;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x2x0,75kl5 690V;470966,1524;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x2x1,0kl5 690V;612335,7577;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x2x1,5kl5 690V;858709,3644;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x2x2,5kl5 690V;1372901,673;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x3x0,5kl5 690V;468022,9218;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x3x0,75kl5 690V;690033,0161;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x3x1,0kl5 690V;891565,9397;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x3x1,5kl5 690V;1260089,144;
15.07.2021;ATOMKIP-KUVVng(A)-LS 8x3x2,5kl5 690V;2025452,255;
15.07.2021;ATOMKIP-KUVVng(A)-LS 9x0,5kl5 690V;184189,1636;
15.07.2021;ATOMKIP-KUVVng(A)-LS 9x0,75kl5 690V;263896,5157;
15.07.2021;ATOMKIP-KUVVng(A)-LS 9x1,0kl5 690V;337189,6152;
15.07.2021;ATOMKIP-KUVVng(A)-LS 9x1,5kl5 690V;472071,1168;
15.07.2021;ATOMKIP-KUVVng(A)-LS 9x2,5kl5 690V;747929,6046;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x0,5kl5 690V;284817,3329;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x0,75kl5 690V;382590,3228;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x1,0kl5 690V;488246,552;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x1,5kl5 690V;642326,3929;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x2,5kl5 690V;986277,0854;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x2x0,5kl5 690V;576120,1406;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x2x0,75kl5 690V;778101,0348;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x2x1,0kl5 690V;982215,3535;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x2x1,5kl5 690V;1298578,296;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x2x2,5kl5 690V;2002204,001;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x3x0,5kl5 690V;816274,3916;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x3x0,75kl5 690V;1118457,473;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x3x1,0kl5 690V;1418655,519;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x3x1,5kl5 690V;1893944,339;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 10x3x2,5kl5 690V;2937363,141;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x0,5kl5 690V;331363,3945;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x0,75kl5 690V;455374,5481;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x1,0kl5 690V;572427,8603;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x1,5kl5 690V;756875,1585;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x2,5kl5 690V;1166114,543;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x2x0,5kl5 690V;677452,4742;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x2x0,75kl5 690V;919681,8992;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x2x1,0kl5 690V;1162878,905;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x2x1,5kl5 690V;1542489,416;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x2x2,5kl5 690V;2382784,402;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x3x0,5kl5 690V;965213,4798;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x3x0,75kl5 690V;1326976,859;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x3x1,0kl5 690V;1699245,557;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x3x1,5kl5 690V;2269178,821;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 12x3x2,5kl5 690V;3503634,048;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x0,5kl5 690V;389393,9025;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x0,75kl5 690V;526827,4651;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x1,0kl5 690V;663773,0853;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x1,5kl5 690V;880042,0864;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x2,5kl5 690V;1358489,056;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x2x0,5kl5 690V;784062,6;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x2x0,75kl5 690V;1068159,062;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x2x1,0kl5 690V;1367049,632;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x2x1,5kl5 690V;1812068,258;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x2x2,5kl5 690V;2782964,655;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x3x0,5kl5 690V;1121911,199;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x3x0,75kl5 690V;1546422,535;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x3x1,0kl5 690V;1981653,495;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x3x1,5kl5 690V;2650292,91;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 14x3x2,5kl5 690V;4099254,59;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 16x2x0,5kl5 690V;885130,7552;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 16x2x0,75kl5 690V;1209270,115;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 16x2x1,0kl5 690V;1547885,134;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 16x2x1,5kl5 690V;2056561,686;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 16x2x2,5kl5 690V;3163655,341;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 16x3x0,5kl5 690V;1270413,397;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 16x3x0,75kl5 690V;1768520,214;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 16x3x1,0kl5 690V;2249719,645;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 16x3x1,5kl5 690V;3013884,655;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 16x3x2,5kl5 690V;4685113,409;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 17x0,5kl5 690V;464867,4494;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 17x0,75kl5 690V;631366,2985;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 17x1,0kl5 690V;806428,1306;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 17x1,5kl5 690V;1069118,389;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 17x2,5kl5 690V;1638141,462;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 18x2x0,5kl5 690V;986194,6111;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 18x2x0,75kl5 690V;1350373,43;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 18x2x1,0kl5 690V;1728722,233;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 18x2x1,5kl5 690V;2300509,904;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 18x2x2,5kl5 690V;3562215,146;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 18x3x0,5kl5 690V;1418404,313;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 18x3x0,75kl5 690V;1977772,116;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 18x3x1,0kl5 690V;2517231,101;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 18x3x1,5kl5 690V;3376381,164;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 18x3x2,5kl5 690V;5253281,741;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 19x0,5kl5 690V;510137,112;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 19x0,75kl5 690V;695916,308;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 19x1,0kl5 690V;889281,7913;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 19x1,5kl5 690V;1182939,528;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 19x2,5kl5 690V;1817540,161;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x0,5kl5 690V;645856,1077;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x0,75kl5 690V;880700,0631;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x1,0kl5 690V;1113080,647;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x1,5kl5 690V;1483900,947;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x2,5kl5 690V;2282619,238;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x2x0,5kl5 690V;1300774,835;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x2x0,75kl5 690V;1786337,053;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x2x1,0kl5 690V;2269421,183;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x2x1,5kl5 690V;3032399,27;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x2x2,5kl5 690V;4706110,386;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x3x0,5kl5 690V;1877339,138;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x3x0,75kl5 690V;2603491,588;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x3x1,0kl5 690V;3337899,456;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x3x1,5kl5 690V;4484012,093;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 24x3x2,5kl5 690V;6982032,743;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 27x0,5kl5 690V;715633,1522;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 27x0,75kl5 690V;979042,7819;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 27x1,0kl5 690V;1239245,961;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 27x1,5kl5 690V;1656099,934;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 27x2,5kl5 690V;2552844,093;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 27x2x0,5kl5 690V;1450702,731;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 27x2x0,75kl5 690V;1995633,619;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 27x2x1,0kl5 690V;2555484,009;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 27x2x1,5kl5 690V;3414123,477;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 27x2x2,5kl5 690V;5275236,472;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x0,5kl5 690V;80257,74612;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x0,75kl5 690V;100479,804;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x1,0kl5 690V;122271,0115;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x1,5kl5 690V;153196,3558;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x2,5kl5 690V;222721,1129;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x2x0,5kl5 690V;139600,6451;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x2x0,75kl5 690V;180824,6677;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x2x1,0kl5 690V;223848,4095;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x2x1,5kl5 690V;287121,7989;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x2x2,5kl5 690V;427738,2762;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x3x0,5kl5 690V;188751,5886;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x3x0,75kl5 690V;249598,0165;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x3x1,0kl5 690V;311816,609;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x3x1,5kl5 690V;406491,2223;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 2x3x2,5kl5 690V;621707,5149;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 30x0,5kl5 690V;786877,1441;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 30x0,75kl5 690V;1079429,449;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 30x1,0kl5 690V;1367358,917;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 30x1,5kl5 690V;1828311,648;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 30x2,5kl5 690V;2839048,478;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 30x2x0,5kl5 690V;1599527,726;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 30x2x0,75kl5 690V;2204931,66;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 30x2x1,0kl5 690V;2824293,361;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 30x2x1,5kl5 690V;3777698,098;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 30x2x2,5kl5 690V;5865088,061;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 37x0,5kl5 690V;952679,2975;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 37x0,75kl5 690V;1312702,191;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 37x1,0kl5 690V;1663703,493;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 37x1,5kl5 690V;2234478,059;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 37x2,5kl5 690V;3475783,593;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 37x2x0,5kl5 690V;1945863,197;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 37x2x0,75kl5 690V;2709277,167;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 37x2x1,0kl5 690V;3448351,849;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 37x2x1,5kl5 690V;4623499,996;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 37x2x2,5kl5 690V;7189779,642;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x0,5kl5 690V;104363,2714;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x0,75kl5 690V;133980,3276;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x1,0kl5 690V;165049,8854;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x1,5kl5 690V;211123,3103;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x2,5kl5 690V;313034,6839;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x2x0,5kl5 690V;193876,5687;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x2x0,75kl5 690V;254975,9474;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x2x1,0kl5 690V;317856,3737;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x2x1,5kl5 690V;419963,8235;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x2x2,5kl5 690V;629476,5381;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x3x0,5kl5 690V;266580,3342;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x3x0,75kl5 690V;357146,7086;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x3x1,0kl5 690V;456562,4536;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x3x1,5kl5 690V;598709,9022;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 3x3x2,5kl5 690V;909420,2201;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x0,5kl5 690V;129765,7099;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x0,75kl5 690V;169159,107;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x1,0kl5 690V;209478,9338;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x1,5kl5 690V;270667,4939;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x2,5kl5 690V;405307,1739;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x2x0,5kl5 690V;246355,6722;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x2x0,75kl5 690V;327300,8272;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x2x1,0kl5 690V;417887,6421;
